brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
3,1,2,1,8,1,512,0,2,64,0,0,0,1,1,70799,3,98,6
5,1,2,1,8,1,512,0,2,64,0,2,0,0,1,65990,3,31,2
1,1,2,5,8,1,512,0,2,64,0,2,0,0,0,53690,3,19,3
6,1,2,1,8,1,512,0,2,64,0,2,0,0,0,55990,2,0,0
1,1,2,1,8,1,512,0,2,64,0,0,0,0,1,53190,3,11,0
5,1,2,0,8,1,512,0,2,32,2,0,1,0,1,58999,3,45,3
3,1,2,1,8,1,512,0,2,64,2,2,2,0,0,71990,2,0,0
4,1,2,1,8,1,512,0,2,32,4,0,3,0,0,82000,2,0,0
1,1,2,1,8,5,512,0,2,64,0,2,3,0,0,84990,2,0,0
5,1,2,1,8,1,512,0,2,64,2,0,3,0,0,89998,2,0,0
1,1,2,1,8,5,512,0,2,64,0,0,0,1,0,99990,2,0,0
1,1,2,1,8,5,512,0,2,64,0,2,3,0,0,84990,2,0,0
5,1,2,0,8,1,512,0,2,64,4,1,3,0,0,69899,3,474,37
3,1,2,0,8,1,512,0,2,64,4,0,0,0,0,79990,2,0,0
3,1,2,0,8,1,512,0,2,64,4,0,0,0,0,76300,3,6,0
5,1,2,0,8,1,512,0,2,64,0,0,0,0,1,55999,2,0,0
3,1,2,1,8,1,512,0,2,64,0,2,3,0,0,72900,2,24,4
3,1,2,1,8,1,512,0,2,64,0,0,0,1,1,73990,3,195,17
1,1,2,1,8,4,512,0,2,64,0,2,3,0,0,84990,2,0,0
3,1,2,1,8,1,512,0,2,32,2,0,3,0,0,73519,2,0,0
4,1,2,0,8,1,512,0,2,64,0,0,0,1,0,126000,4,2,1
1,1,2,1,8,1,512,0,2,64,6,0,0,0,0,88990,2,0,0
4,1,2,1,8,1,512,0,2,64,0,2,0,1,1,114999,2,0,0
3,1,2,1,8,1,512,0,2,64,2,0,0,1,1,82990,3,21,2
7,1,2,1,8,1,512,0,2,64,0,2,3,1,0,109999,2,0,0
5,1,2,1,8,1,512,0,2,64,0,2,0,1,1,82990,2,0,0
3,1,2,1,8,1,512,0,2,64,2,0,0,1,1,79990,3,5,0
1,1,2,1,8,5,512,0,2,64,0,0,0,1,0,114990,2,0,0
4,1,2,1,8,5,512,0,2,64,0,0,0,1,0,129999,2,0,0
6,1,2,5,8,2,512,0,2,32,6,0,3,0,0,149990,3,10,3
3,1,2,1,8,1,512,0,2,64,2,0,3,0,0,71290,2,0,0
3,1,2,0,8,1,512,0,2,64,0,2,0,0,1,79500,3,10,1
3,1,2,0,8,1,512,0,2,64,2,0,0,0,1,82990,2,15,3
3,1,2,1,8,1,512,0,2,64,2,0,0,0,1,70980,3,138,23
1,1,2,1,8,5,512,0,2,64,0,0,0,1,0,99990,2,0,0
4,1,2,1,8,1,512,0,2,32,0,0,3,0,0,94000,2,0,0
3,1,2,1,8,1,512,0,2,64,2,0,3,1,0,82990,3,16,3
6,1,2,1,8,5,512,0,2,64,0,0,0,0,0,79990,3,11,4
1,1,2,5,8,1,512,0,2,64,0,2,3,0,0,85990,2,0,0
1,1,2,0,8,1,512,0,2,64,2,0,3,0,0,86990,2,0,0
1,1,2,0,8,3,512,0,2,64,2,0,0,0,1,105990,4,4,0
1,1,2,0,8,3,512,0,2,64,0,0,3,0,0,84990,2,0,0
5,1,2,5,8,1,512,0,2,64,2,0,0,0,1,59999,3,22,3
5,1,2,1,8,1,512,0,2,64,0,0,0,0,1,91999,3,16,2
3,1,2,1,8,1,512,0,2,64,0,0,0,1,1,78900,2,16,1
1,1,2,0,8,3,512,0,2,64,0,0,3,0,0,132790,2,0,0
5,1,2,1,8,1,512,0,2,64,4,1,3,0,0,60990,2,14,6
2,1,2,4,8,1,512,0,2,64,0,2,3,0,0,65556,2,0,0
3,1,2,1,16,1,512,0,2,64,0,2,3,0,0,70190,2,6,3
3,1,2,1,8,1,512,0,2,64,2,0,0,1,0,79590,2,0,0
2,1,2,4,8,1,512,0,2,64,0,2,3,0,0,65556,2,0,0
1,1,2,1,8,1,512,0,2,64,4,0,0,0,0,76990,2,0,0
2,1,2,4,8,1,512,0,2,64,0,2,3,0,0,65556,2,0,0
2,1,2,5,8,1,512,0,2,64,0,2,3,0,0,44990,2,17,3
1,1,2,1,8,1,512,0,2,64,0,0,0,1,1,84990,2,17,2
5,1,2,0,8,1,512,0,2,64,2,0,0,1,1,86999,3,3,0
4,1,2,1,16,1,512,0,2,64,2,0,0,0,0,78000,3,512,85
2,1,2,5,8,1,512,0,2,64,0,2,3,0,0,73063,2,17,3
2,1,2,5,8,1,512,0,2,64,0,2,3,0,0,73063,2,17,3
4,1,2,1,16,1,512,0,2,64,4,0,0,0,1,100990,2,0,0
5,1,2,5,8,1,512,0,2,64,0,2,0,0,1,74990,2,3,1
1,1,2,0,8,1,512,0,2,64,4,0,3,0,0,75990,3,1365,137
5,1,2,1,8,1,512,0,2,32,2,0,0,0,1,84086,2,8,3
1,1,2,1,8,1,1024,0,2,64,4,1,3,0,0,75990,3,368,48
1,1,2,1,8,1,1024,0,2,64,4,1,0,0,1,77990,3,202,26
1,1,2,0,8,1,1024,0,2,64,4,0,0,0,0,77990,3,187,26
0,1,2,0,16,5,1024,0,1,64,0,0,0,0,0,179990,3,31,3
0,1,2,0,16,5,1024,0,1,64,0,0,0,0,0,179990,3,91,5
1,1,2,0,8,1,1024,0,2,64,4,0,3,0,0,82990,3,844,118
1,1,2,1,8,1,1024,0,2,64,4,0,0,0,0,87990,2,0,0
1,1,2,1,8,1,1024,0,2,64,4,0,3,0,0,84500,3,3,0
3,1,2,1,8,5,1024,0,2,64,0,2,3,0,0,74190,3,21,3
5,1,2,1,8,1,1024,0,2,64,0,2,0,0,1,64990,2,4,0
5,1,2,0,8,1,512,512,2,64,0,2,2,1,0,155411,2,0,0
5,1,2,0,8,1,512,512,2,64,0,2,2,1,0,125394,2,0,0
7,1,2,1,8,1,0,1024,2,64,0,0,3,0,0,49990,2,0,0
7,1,2,1,8,1,0,1024,2,64,0,2,0,0,0,46990,2,253,28
3,1,2,1,8,1,0,1024,2,64,0,2,0,0,1,48990,2,470,46
7,1,2,5,8,1,0,1024,2,64,2,0,0,0,1,59999,3,118,28
1,1,2,0,8,1,0,1024,2,64,0,2,0,0,0,46990,3,1444,179
6,1,2,0,8,1,0,1024,2,64,4,0,1,0,0,52990,3,1114,137
5,1,2,4,8,1,0,1024,2,32,2,0,3,0,0,57999,2,0,0
5,1,2,3,8,0,0,1024,2,64,0,0,3,0,0,52490,2,78,17
5,1,2,5,8,1,0,1024,2,64,4,0,0,0,0,56990,3,21,5
7,1,2,5,8,1,0,1024,2,64,2,2,0,0,0,61990,3,73,21
3,1,2,1,8,1,0,1024,2,32,0,0,3,0,0,58090,2,0,0
1,1,2,0,8,1,0,1024,2,64,0,0,3,0,0,56990,2,0,0
7,1,2,5,8,1,0,1024,2,64,0,2,0,0,0,61597,2,0,0
1,1,2,5,8,1,0,1024,2,64,0,2,3,0,0,81990,2,0,0
1,1,2,0,8,1,0,1024,2,64,0,0,3,0,0,61249,2,0,0
3,1,2,1,8,1,0,1024,2,32,0,0,3,0,0,58990,2,0,0
1,1,2,0,8,1,0,1024,2,64,2,0,3,0,0,83990,2,0,0
6,1,2,0,8,4,0,512,0,32,6,0,3,0,0,291190,3,7,3
6,1,2,0,8,4,0,512,0,32,6,0,3,0,0,145990,3,715,106
6,1,2,0,8,4,0,512,0,32,8,0,3,0,0,179990,3,24,5
4,1,2,5,8,1,0,1024,2,64,2,0,0,0,1,64990,3,23,4
4,1,2,5,8,1,0,1024,2,64,0,0,0,0,0,46790,3,3062,325
4,1,2,4,4,1,0,1024,2,64,0,0,0,0,0,44599,3,122,12
7,1,2,5,8,1,0,1024,2,64,2,0,0,0,0,72964,3,18,6
4,1,2,0,8,1,0,1024,2,32,0,0,0,0,1,48790,2,11,1
7,1,2,0,8,1,0,1024,2,64,2,0,0,0,0,56491,2,30,6
1,1,2,1,8,1,256,1024,2,32,0,0,0,0,1,50990,3,1188,127
1,1,2,0,8,1,256,1024,2,64,4,1,3,0,0,55990,3,23,0
7,1,2,1,8,1,256,1024,2,64,0,0,0,0,0,57990,3,32,1
1,1,2,1,8,1,256,1024,2,64,0,0,0,0,0,52990,2,0,0
3,1,2,1,8,1,256,1024,2,64,0,0,0,0,0,57990,3,47,0
7,1,2,1,8,1,256,1024,2,64,0,2,0,0,0,56990,3,27,2
7,1,2,1,8,1,256,1024,2,64,0,0,3,0,0,55490,2,8,3
3,1,2,1,8,1,256,1024,2,64,2,0,0,0,0,62490,2,157,20
1,1,2,1,16,1,256,1024,2,64,0,0,0,0,0,64990,3,10,1
5,1,2,1,8,1,256,1024,2,64,2,0,0,0,1,59990,3,52,4
1,1,2,1,8,1,256,1024,2,64,2,0,0,0,1,60190,3,33,4
1,1,2,6,8,1,256,1024,2,64,4,1,3,0,0,54490,3,343,47
5,1,2,6,8,1,256,1024,2,64,4,0,0,0,1,60990,3,131,17
3,1,2,1,4,1,256,1024,2,64,0,2,0,0,1,55790,3,41,4
1,1,2,1,16,1,256,1024,2,64,0,0,0,0,1,64990,3,328,51
1,1,2,1,16,1,256,1024,2,64,0,2,3,0,0,58990,3,6,1
3,1,2,1,8,1,256,1024,2,64,0,2,0,0,1,54990,2,353,28
4,1,2,1,8,1,256,1024,2,64,4,1,0,0,1,71990,3,127,20
3,1,2,1,8,1,256,1024,2,64,2,0,0,0,0,69900,2,0,0
5,1,2,1,8,1,256,1024,2,64,2,0,0,0,1,65990,3,241,19
1,1,2,1,8,1,256,1024,2,64,0,0,0,0,0,49990,2,22,2
3,1,2,1,8,1,256,1024,2,64,0,2,0,0,1,58990,3,8,1
5,1,2,0,8,1,256,1024,2,64,4,1,3,0,0,74590,3,898,128
1,1,2,0,8,1,256,1024,2,32,2,0,3,0,0,58990,4,1,1
1,1,2,1,8,1,256,1024,2,64,0,0,0,0,0,64990,2,0,0
3,1,2,1,8,1,256,1024,2,64,2,0,3,0,0,66490,2,6,1
3,1,2,0,8,1,256,1024,2,64,4,0,3,0,0,77900,3,179,34
3,1,2,1,8,1,256,1024,2,64,2,0,3,0,0,67490,2,41,5
3,1,2,1,8,1,256,1024,2,64,0,2,0,0,1,61990,2,0,0
3,1,2,1,8,1,256,1024,2,64,0,0,0,0,1,58990,3,114,9
5,1,2,0,8,1,256,1024,2,64,4,1,3,0,0,74999,3,268,25
1,1,2,1,8,1,256,1024,2,64,0,0,0,0,1,68900,4,6,1
3,1,2,1,8,1,256,1024,2,64,2,0,3,0,0,71695,3,153,16
7,1,2,1,16,1,256,1024,2,64,0,0,3,0,0,62490,2,8,0
3,1,2,5,8,1,0,2048,2,64,2,0,0,0,1,62317,3,377,53
6,1,2,0,8,4,0,512,0,32,8,0,3,0,0,207290,2,0,0
3,1,3,5,16,1,256,0,2,64,4,0,0,0,1,87990,3,120,21
2,1,3,5,8,1,256,0,2,64,0,2,3,0,0,73990,2,0,0
2,1,3,5,8,1,256,0,2,64,0,2,3,0,0,73990,2,0,0
2,1,3,5,8,1,256,0,2,64,0,2,3,0,0,73990,2,0,0
2,1,3,5,8,1,256,0,2,64,0,2,3,0,0,73990,2,0,0
2,1,3,5,8,1,256,0,2,64,0,2,3,0,0,73990,2,0,0
2,1,3,5,8,1,256,0,2,64,0,2,3,0,0,73990,2,0,0
1,1,3,0,16,1,512,0,2,64,0,0,0,0,0,57990,3,76,9
1,1,3,0,8,1,512,0,2,64,4,1,3,0,0,61990,3,11,2
6,1,3,0,16,1,512,0,2,64,4,0,1,0,0,79990,3,484,56
5,1,3,0,8,1,512,0,2,64,4,1,0,0,1,68990,3,44,2
5,1,3,1,16,1,512,0,2,64,0,0,0,1,1,85990,3,77,10
5,1,3,1,16,1,512,0,2,64,4,0,0,0,1,99990,3,11,3
1,1,3,1,8,1,512,0,2,64,0,0,0,0,1,77990,3,21,5
5,1,3,1,8,1,512,0,2,64,4,1,3,0,0,79990,3,5,2
4,1,3,1,16,1,512,0,2,64,4,0,0,0,1,93190,4,4,0
1,1,3,1,16,5,512,0,2,64,0,0,0,0,1,94990,2,0,0
5,1,3,1,16,1,512,0,2,64,0,0,2,1,1,84990,3,13,2
6,1,3,0,8,1,512,0,2,64,0,2,3,0,0,57990,3,15,0
4,1,3,1,16,1,512,0,2,64,0,0,0,1,1,102990,3,11,2
3,1,3,1,16,1,512,0,2,64,4,0,0,0,0,99990,2,0,0
1,1,3,1,16,1,512,0,2,64,4,1,3,0,0,94990,3,118,15
4,1,3,1,16,1,512,0,2,64,0,0,0,1,1,104000,2,0,0
6,1,3,1,16,1,512,0,2,64,2,0,3,0,0,76990,2,0,0
4,1,3,1,16,1,512,0,2,64,4,1,0,0,1,90190,3,6,1
5,1,3,1,16,1,512,0,2,32,0,0,3,1,0,88488,2,0,0
6,1,3,0,16,1,512,0,2,64,4,0,0,0,0,109990,3,138,30
6,1,3,1,16,1,512,0,2,64,4,0,3,0,0,86990,2,0,0
6,1,3,1,16,5,512,0,2,64,0,0,0,0,0,89990,2,0,0
4,1,3,0,16,3,512,0,2,64,0,0,0,1,1,239759,2,0,0
1,1,3,1,16,1,512,0,2,64,2,0,0,0,1,78990,3,35,4
3,1,3,5,16,0,512,0,2,64,0,2,0,0,1,121890,0,3,0
1,1,3,5,16,3,512,0,2,64,0,2,0,0,0,85990,3,18,0
6,1,3,1,16,1,512,0,2,64,4,0,1,0,0,94990,2,0,0
4,1,3,1,16,1,512,0,2,64,4,1,0,0,1,92000,3,8,1
4,1,3,0,16,1,512,0,2,64,0,0,0,1,0,162990,2,3,1
3,1,3,1,16,5,512,0,2,64,0,2,0,0,1,135300,4,5,2
6,1,3,1,16,1,512,0,2,64,0,0,3,0,0,64990,3,33,5
5,1,3,0,16,1,512,0,2,64,0,2,2,0,0,174527,2,0,0
5,1,3,0,16,1,512,0,2,64,0,2,3,0,0,162299,2,0,0
3,1,3,0,16,1,512,0,2,64,0,0,0,1,1,109190,2,0,0
4,1,3,1,16,1,512,0,2,64,0,0,0,1,1,99999,2,0,0
6,1,3,0,16,1,512,0,2,64,2,0,0,0,0,104990,3,85,9
1,1,3,1,16,5,512,0,2,64,0,2,3,1,0,109990,2,0,0
1,1,3,5,16,0,512,0,2,64,0,2,0,0,0,99990,3,30,7
5,1,3,5,16,1,512,0,2,64,2,2,3,0,0,244801,2,0,0
1,1,3,1,16,5,512,0,2,64,0,2,3,0,0,94990,2,0,0
5,1,3,5,16,1,512,0,2,64,0,2,0,0,1,86000,2,0,0
5,1,3,0,16,1,512,0,2,32,2,0,3,0,0,162399,2,0,0
4,1,3,1,16,1,512,0,2,32,0,0,3,0,0,119599,2,0,0
5,1,3,0,16,3,512,0,2,64,0,2,3,0,0,211753,2,0,0
5,1,3,1,16,1,512,0,2,32,0,0,3,0,0,110999,2,0,0
3,1,3,1,16,1,512,0,2,64,4,0,0,0,0,99990,2,0,0
1,1,3,5,8,3,512,0,2,64,0,2,0,0,0,81990,3,40,4
6,1,3,6,8,1,512,0,2,64,4,0,1,0,0,66990,3,1639,230
6,1,3,0,16,1,1024,0,2,64,6,0,1,0,0,84990,3,498,64
1,1,3,1,16,5,1024,0,2,64,2,0,0,1,1,104990,2,0,0
1,1,3,1,16,5,1024,0,2,64,0,0,0,1,0,134990,2,0,0
1,1,3,1,16,1,1024,0,2,64,4,1,3,0,0,98990,3,445,56
4,1,3,0,16,1,1024,0,2,64,6,0,0,0,1,144690,3,17,4
1,1,3,1,16,5,1024,0,2,64,0,2,3,0,0,99990,2,0,0
6,1,3,1,16,1,1024,0,2,64,6,0,1,0,0,119990,3,20,3
1,1,3,1,16,1,1024,0,2,32,4,0,0,0,0,194990,2,0,0
1,1,3,0,16,3,1024,0,2,64,2,0,0,0,1,124990,3,17,1
3,1,3,1,16,1,1024,0,2,64,2,0,3,0,0,122410,2,0,0
4,1,3,0,16,1,1024,0,2,64,0,0,0,1,0,179990,3,13,5
6,1,3,1,16,1,1024,0,2,64,4,0,1,1,0,154990,3,3,2
5,1,3,1,16,5,1024,0,2,64,0,0,0,0,1,122990,2,4,2
1,1,3,0,16,1,1024,0,2,64,6,0,0,1,0,224990,3,9,0
6,1,3,2,16,2,1024,0,2,64,8,0,3,0,0,279990,2,0,0
4,1,3,1,16,1,1024,0,2,64,4,0,3,0,0,121990,2,0,0
4,1,3,1,16,1,1024,0,2,64,4,0,3,0,0,116990,2,0,0
5,1,3,1,16,1,1024,0,2,64,6,0,3,0,0,151098,3,7,0
6,1,3,1,16,1,1024,0,2,64,8,0,1,0,0,129990,3,14,3
4,1,3,1,16,5,1024,0,2,64,0,0,0,1,0,149999,2,0,0
6,1,3,2,16,1,1024,0,2,64,6,0,3,0,0,139990,3,4,2
7,1,3,1,16,1,1024,0,2,64,6,0,0,0,0,129990,3,54,7
4,1,3,1,16,1,1024,0,2,64,8,0,0,0,1,171990,2,0,0
3,1,3,1,16,1,1024,0,2,64,2,0,0,0,1,93955,3,4,0
1,1,3,0,16,1,1024,0,2,64,8,0,3,0,0,234990,2,0,0
4,1,3,1,16,5,1024,0,2,64,0,0,0,1,1,128500,2,3,1
5,1,3,1,16,1,1024,0,2,64,0,0,0,1,1,102990,3,16,2
1,1,3,1,16,5,1024,0,2,64,0,0,0,1,0,119990,3,8,1
1,1,3,1,16,1,1024,0,2,32,6,0,3,0,0,120980,2,0,0
1,1,3,1,16,1,1024,0,2,32,6,0,0,0,0,157249,3,7,0
5,1,3,6,16,1,1024,0,2,64,4,2,3,0,0,229900,2,0,0
1,1,3,1,16,1,1024,0,2,64,6,0,0,0,0,131500,2,0,0
1,1,3,0,16,3,1024,0,2,64,0,0,3,0,0,154990,4,3,0
1,1,3,0,16,3,1024,0,2,64,0,0,3,0,0,165990,2,0,0
5,1,3,0,16,5,1024,0,2,64,0,2,3,0,0,119990,1,2,1
1,1,3,0,16,3,1024,0,2,64,0,0,3,0,0,167990,2,0,0
4,1,3,1,16,5,1024,0,2,64,0,0,0,1,0,165000,2,0,0
2,1,3,0,16,1,1024,0,2,64,0,2,3,0,0,62990,2,207,49
5,1,3,1,16,4,1024,0,2,64,0,0,0,0,1,85990,2,7,2
4,1,3,1,16,1,1024,0,2,64,2,0,0,0,1,94990,2,0,0
4,1,3,1,16,1,1024,0,2,64,6,0,0,0,1,136990,2,0,0
5,1,3,0,16,1,1024,0,2,64,8,0,0,0,1,234990,2,0,0
7,1,3,0,16,1,2048,0,2,64,8,0,0,0,0,159990,2,4,0
1,1,3,0,16,3,2048,0,2,64,0,0,3,0,0,233990,2,0,0
1,1,3,0,16,1,0,1024,2,64,2,0,3,0,0,93990,2,0,0
4,1,3,5,16,1,128,1024,2,64,4,0,0,0,0,116941,2,0,0
6,1,3,0,8,1,256,1024,2,64,4,0,1,0,0,63990,3,794,83
1,1,3,0,16,1,256,1024,2,64,4,1,3,0,0,66990,3,25,4
1,1,3,1,16,1,256,1024,2,32,0,2,3,0,0,82500,2,0,0
7,1,3,0,16,1,256,1024,2,64,6,0,0,0,0,119990,3,2038,313
6,1,3,0,16,1,256,1024,2,64,4,0,2,0,0,159990,2,0,0
1,1,3,5,16,1,256,1024,2,64,0,2,3,0,0,98912,2,0,0
7,1,3,1,16,1,512,1024,2,64,4,0,0,0,0,92990,3,214,37
7,1,3,1,16,1,512,1024,2,32,6,0,0,0,0,119990,3,342,54
7,1,4,1,32,1,1024,0,2,64,8,0,0,0,0,169990,2,0,0
7,1,4,1,16,1,1024,0,2,64,6,0,0,0,0,139990,2,0,0
6,1,4,1,16,1,1024,0,2,64,6,0,3,0,0,192990,2,0,0
1,1,4,2,16,2,1024,0,2,64,6,0,3,0,0,299990,2,0,0
1,1,4,0,16,1,1024,0,2,64,6,0,0,1,0,269990,3,8,1
1,1,4,1,16,1,1024,0,2,64,6,1,0,0,0,139990,2,0,0
5,1,4,0,16,1,1024,0,2,32,8,0,3,0,0,265998,2,0,0
1,1,4,1,16,1,3072,0,2,32,6,0,0,0,0,441990,4,1,1
6,1,2,0,8,4,0,512,0,32,4,0,3,0,0,86990,3,218,27
6,1,2,0,8,4,0,512,0,32,6,0,3,0,0,109990,3,78,16
6,1,2,0,8,4,0,512,0,32,4,0,3,0,0,109590,3,5,2
1,1,3,0,16,5,0,512,0,32,6,0,3,0,0,146490,2,2,1
0,2,5,0,8,1,256,0,1,64,0,0,0,0,0,85990,3,6725,629
0,2,5,0,8,1,256,0,1,64,0,0,0,0,0,112990,3,640,70
0,2,5,0,16,1,256,0,1,64,0,0,0,0,0,104990,3,45,4
0,2,5,0,8,1,256,0,1,64,0,0,0,0,0,112990,3,640,70
0,2,5,0,16,1,256,0,1,64,0,0,0,0,0,132990,3,640,70
0,2,5,0,16,1,256,0,1,64,0,0,0,0,0,104990,3,45,4
0,2,5,0,8,1,256,0,1,64,0,0,0,0,0,85990,3,6725,629
0,2,5,0,16,1,512,0,1,64,0,0,0,0,0,149990,3,640,70
0,2,5,0,8,1,512,0,1,64,0,0,0,0,0,125990,3,399,45
0,2,5,0,8,1,512,0,1,64,0,0,0,0,0,103990,3,809,91
0,2,5,0,8,1,512,0,1,64,0,0,0,0,0,101990,3,809,91
0,2,5,0,8,1,512,0,1,64,0,0,0,0,0,104990,3,6725,629
0,2,5,0,8,1,512,0,1,64,0,0,0,0,0,131990,3,399,45
0,2,5,0,16,1,512,0,1,64,0,0,0,0,0,128990,3,45,4
0,2,5,0,16,1,512,0,1,64,0,0,0,0,0,184990,3,42,8
0,2,5,0,16,1,512,0,1,64,0,0,0,0,0,225990,3,42,8
0,2,5,0,4,1,512,0,1,64,0,0,0,0,0,124990,3,45,4
0,2,5,0,8,1,512,0,1,64,0,0,0,0,0,104990,3,6725,629
0,2,5,0,8,1,1024,0,1,64,0,0,0,0,0,149990,3,640,70
0,2,5,0,16,1,1024,0,1,64,0,0,0,0,0,169990,3,640,70
0,2,5,0,16,1,1024,0,1,64,0,0,0,0,0,225990,3,42,8
0,2,5,0,16,1,1024,0,1,64,0,0,0,0,0,243990,3,42,8
0,2,5,0,32,1,1024,0,1,64,0,0,0,0,0,309990,4,3,1
0,2,5,0,16,1,1024,0,1,64,0,0,0,0,0,225990,3,42,8
1,1,6,7,4,5,0,512,2,64,0,0,3,0,0,45990,2,0,0
1,1,6,7,4,1,128,0,2,32,0,0,3,1,0,58100,2,0,0
1,1,6,7,8,5,256,0,2,64,0,0,0,1,0,62990,2,0,0
4,1,6,7,8,1,256,0,2,64,0,2,0,0,1,32990,3,77,9
1,1,6,7,4,1,256,0,2,64,0,2,0,0,1,33990,3,6,0
7,1,6,7,4,1,256,0,2,64,0,0,0,0,0,30990,3,465,89
3,1,6,7,4,1,256,0,2,64,0,2,0,0,0,36000,3,102,16
1,1,6,7,4,1,256,0,2,64,0,2,0,0,1,32990,3,7,1
3,1,6,7,4,1,256,0,2,64,0,0,0,0,0,35990,2,0,0
1,1,6,7,4,4,0,1024,2,64,0,0,3,0,0,27990,2,0,0
1,1,6,7,4,1,0,1024,2,64,0,0,0,0,0,25990,2,4741,658
1,1,6,7,4,1,0,1024,2,64,0,0,0,0,0,25990,2,2736,350
1,1,6,7,4,1,0,1024,2,64,0,0,3,0,0,30780,2,0,0
4,0,7,7,8,1,256,0,2,64,0,2,0,0,0,37990,3,2214,241
1,0,7,7,8,1,256,0,2,64,0,2,0,0,0,35990,3,2886,375
3,0,7,7,8,1,256,0,2,64,0,2,3,0,0,39490,3,34,4
3,0,7,7,8,1,256,0,2,64,0,2,3,0,0,36990,3,137,15
3,0,7,7,8,1,256,0,2,64,0,2,0,0,0,39990,3,7,0
1,0,7,7,4,1,256,0,2,64,0,2,0,0,0,33690,3,170,26
3,0,7,7,8,1,256,0,2,64,0,2,3,0,0,40590,2,0,0
1,0,7,7,4,1,256,0,2,64,0,0,0,0,0,37990,3,39,3
1,0,7,7,4,1,256,0,2,64,0,2,0,0,1,34500,3,2886,375
7,0,7,7,8,1,512,0,2,64,0,0,0,0,0,36990,3,11,2
4,0,7,7,8,1,512,0,2,64,0,2,3,0,0,43490,3,163,33
4,0,7,7,8,1,512,0,2,64,0,2,0,0,1,41490,3,153,21
7,0,7,7,4,1,512,0,2,64,0,0,3,0,0,34990,2,0,0
4,0,7,7,4,1,512,0,2,64,0,2,0,0,1,44490,3,267,42
3,0,7,7,4,1,512,0,2,64,0,2,3,0,0,40590,2,0,0
3,0,7,7,8,1,512,0,2,64,0,2,3,0,0,42090,2,3,0
3,0,7,7,8,1,0,1024,2,64,0,2,0,0,1,35990,3,59,12
4,0,7,7,8,1,0,1024,2,64,0,2,0,0,1,39490,3,7291,895
3,0,7,7,8,1,0,1024,2,64,0,2,3,0,0,37390,3,38,5
3,0,7,7,4,1,0,1024,2,64,0,2,0,0,1,52632,2,0,0
3,0,7,7,4,1,0,1024,2,64,0,0,0,0,1,39990,3,409,39
3,0,7,7,4,1,0,1024,2,64,0,0,0,0,0,43990,2,0,0
4,0,7,7,4,1,0,1024,2,64,0,0,0,0,0,32917,3,353,58
5,0,7,7,4,1,0,1024,2,64,0,0,3,0,0,34990,2,38,6
3,0,7,7,8,1,0,1024,2,64,0,2,3,0,0,39990,2,18,4
4,0,7,7,8,1,256,1024,2,64,0,0,0,0,1,41999,3,3524,432
3,0,8,7,8,1,256,0,2,64,0,0,0,0,1,41990,3,939,107
3,0,8,7,8,1,256,0,2,64,0,2,0,0,0,44490,3,14,1
3,0,8,7,8,1,256,0,2,64,0,0,0,0,1,41990,3,649,84
3,0,8,7,8,1,256,0,2,64,0,2,0,0,1,44490,3,8,2
6,0,8,7,4,1,256,0,2,64,0,0,0,0,0,49990,2,0,0
3,0,8,7,4,1,256,0,2,64,0,2,0,0,0,44390,3,276,24
4,0,8,7,8,1,512,0,2,64,4,0,0,0,0,57990,3,4740,532
5,0,8,7,8,1,512,0,2,64,4,1,0,0,1,56990,3,162,15
5,0,8,7,8,1,512,0,2,64,0,2,0,0,0,48990,3,219,27
4,0,8,7,8,1,512,0,2,64,0,2,0,0,1,49970,3,193,28
6,0,8,7,8,1,512,0,2,64,0,0,3,0,0,47990,3,562,89
4,0,8,7,8,1,512,0,2,64,0,2,0,0,1,48990,3,45,5
7,0,8,7,8,5,512,0,2,64,0,2,0,0,0,53990,3,7,0
5,0,8,7,8,1,512,0,2,64,0,0,0,0,1,52990,3,39,5
7,0,8,7,8,1,512,0,2,64,0,0,0,0,0,43990,2,0,0
5,0,8,7,8,1,512,0,2,64,4,1,3,0,0,59490,3,92,10
6,0,8,7,8,1,512,0,2,64,4,0,3,0,0,64990,3,469,80
3,0,8,7,8,1,512,0,2,64,0,2,3,0,0,47490,1,2,1
4,0,8,7,8,1,512,0,2,64,4,0,0,0,0,59990,3,1978,188
5,0,8,7,8,1,512,0,2,64,4,0,3,0,0,69990,3,9,0
4,0,8,7,8,1,512,0,2,64,4,0,0,0,0,58990,3,1049,134
3,0,8,7,8,1,512,0,2,64,0,2,0,0,0,59490,3,74,18
4,0,8,7,16,1,512,0,2,64,0,2,0,0,1,67500,3,196,19
4,0,8,7,8,1,512,0,2,32,0,0,3,0,0,48990,3,17,1
1,0,8,7,8,1,512,0,2,64,0,0,0,1,1,62450,3,172,36
1,0,8,7,8,1,512,0,2,64,0,0,0,0,0,58990,3,324,34
4,0,8,7,8,1,512,0,2,64,0,2,0,0,1,57999,3,86,15
1,0,8,7,16,1,512,0,2,64,0,0,3,0,0,56990,3,4,1
4,0,8,7,8,1,512,0,2,64,4,0,0,0,1,72990,3,16,4
4,0,8,7,16,1,512,0,2,64,0,0,0,0,1,65990,3,104,18
4,0,8,7,16,1,512,0,2,64,0,0,0,1,1,98020,2,0,0
